CustomerID,State,Age,Gender,Country
14122,Scotland,26,Female,United Kingdom
16987,England,18,Female,United Kingdom
Synthetic_34,England,36,Male,United Kingdom
Synthetic_35,England,38,Male,United Kingdom
Synthetic_36,England,41,Female,United Kingdom
Synthetic_37,Scotland,35,Female,United Kingdom
Synthetic_38,England,49,Male,United Kingdom
17809,England,34,Female,United Kingdom
15917,England,18,Female,United Kingdom
14987,England,37,Female,United Kingdom
14080,England,18,Female,United Kingdom
16200,England,45,Male,United Kingdom
Synthetic_39,England,25,Male,United Kingdom
15794,England,42,Female,United Kingdom
15523,England,59,Male,United Kingdom
15615,England,25,Female,United Kingdom
18001,England,55,Male,United Kingdom
17841,England,33,Male,United Kingdom
13089,England,66,Male,United Kingdom
15989,England,34,Female,United Kingdom
17660,England,27,Female,United Kingdom
14841,Scotland,50,Female,United Kingdom
15482,England,33,Male,United Kingdom
Synthetic_41,England,27,Male,United Kingdom
16156,England,32,Female,United Kingdom
17716,England,39,Male,United Kingdom
13611,England,60,Female,United Kingdom
15255,England,18,Female,United Kingdom
14771,Northern Ireland,40,Male,United Kingdom
14838,England,49,Female,United Kingdom
13979,Scotland,42,Male,United Kingdom
13800,England,59,Female,United Kingdom
14483,England,38,Male,United Kingdom
14915,England,37,Male,United Kingdom
13753,England,48,Female,United Kingdom
16301,England,41,Female,United Kingdom
13931,England,34,Female,United Kingdom
17035,England,47,Female,United Kingdom
15194,England,30,Female,United Kingdom
14347,England,30,Male,United Kingdom
12934,England,32,Female,United Kingdom
14895,England,60,Female,United Kingdom
15291,Wales,18,Male,United Kingdom
17209,Wales,45,Female,United Kingdom
15658,Scotland,40,Female,United Kingdom
17314,England,18,Male,United Kingdom
17155,England,44,Female,United Kingdom
15965,Wales,47,Male,United Kingdom
17322,England,48,Male,United Kingdom
16159,Wales,18,Male,United Kingdom
14051,Wales,60,Female,United Kingdom
13993,Scotland,28,Male,United Kingdom
17411,England,50,Female,United Kingdom
15768,England,51,Female,United Kingdom
12835,Scotland,26,Female,United Kingdom
15179,England,49,Male,United Kingdom
17069,England,34,Female,United Kingdom
16918,England,18,Female,United Kingdom
15466,Wales,57,Female,United Kingdom
14159,England,28,Female,United Kingdom
17940,England,27,Female,United Kingdom
17581,England,33,Female,United Kingdom
16168,England,44,Male,United Kingdom
14606,Northern Ireland,39,Male,United Kingdom
Synthetic_49,England,48,Male,United Kingdom
17287,England,19,Male,United Kingdom
17913,Scotland,28,Female,United Kingdom
13416,England,38,Female,United Kingdom
16779,England,68,Female,United Kingdom
13895,England,38,Female,United Kingdom
14057,England,56,Female,United Kingdom
17017,England,40,Male,United Kingdom
13208,England,32,Female,United Kingdom
17465,England,36,Male,United Kingdom
13468,Scotland,37,Male,United Kingdom
13485,Scotland,49,Female,United Kingdom
17271,England,60,Male,United Kingdom
16139,England,45,Male,United Kingdom
15953,England,57,Female,United Kingdom
15856,England,25,Male,United Kingdom
14967,England,33,Male,United Kingdom
16497,England,29,Male,United Kingdom
17764,Scotland,44,Male,United Kingdom
14905,England,34,Male,United Kingdom
Synthetic_51,England,50,Female,United Kingdom
18229,England,26,Male,United Kingdom
13001,England,40,Female,United Kingdom
17293,England,50,Male,United Kingdom
17853,England,18,Female,United Kingdom
15550,England,70,Female,United Kingdom
13531,England,35,Female,United Kingdom
13786,England,18,Female,United Kingdom
14952,England,42,Female,United Kingdom
14031,England,40,Male,United Kingdom
12937,England,38,Female,United Kingdom
16612,England,54,Female,United Kingdom
12949,England,51,Male,United Kingdom
14958,England,44,Male,United Kingdom
17329,England,46,Male,United Kingdom
17576,England,38,Female,United Kingdom
16736,England,66,Male,United Kingdom
14644,England,18,Male,United Kingdom
14898,England,42,Male,United Kingdom
14662,England,40,Female,United Kingdom
17414,England,52,Male,United Kingdom
14755,England,27,Male,United Kingdom
13037,England,18,Female,United Kingdom
14710,Northern Ireland,42,Female,United Kingdom
18168,England,44,Female,United Kingdom
17679,England,62,Female,United Kingdom
16570,England,20,Male,United Kingdom
17851,England,57,Male,United Kingdom
14750,England,70,Male,United Kingdom
16549,England,34,Female,United Kingdom
16791,England,20,Male,United Kingdom
16558,Wales,33,Female,United Kingdom
15884,England,40,Other,United Kingdom
17663,England,48,Male,United Kingdom
17343,England,31,Male,United Kingdom
17372,England,63,Male,United Kingdom
16003,England,23,Male,United Kingdom
17432,England,18,Male,United Kingdom
14713,England,56,Female,United Kingdom
16722,England,18,Male,United Kingdom
12872,England,36,Male,United Kingdom
15755,England,70,Male,United Kingdom
14258,Wales,39,Female,United Kingdom
14286,England,23,Female,United Kingdom
13154,England,39,Female,United Kingdom
13408,England,39,Female,United Kingdom
16961,England,42,Female,United Kingdom
Synthetic_56,England,49,Male,United Kingdom
16645,England,24,Male,United Kingdom
16335,England,65,Male,United Kingdom
14221,England,43,Female,United Kingdom
13093,England,50,Male,United Kingdom
13666,England,30,Male,United Kingdom
17160,England,59,Female,United Kingdom
13946,Scotland,36,Female,United Kingdom
14723,England,44,Female,United Kingdom
14961,England,26,Male,United Kingdom
14735,England,25,Female,United Kingdom
18061,England,50,Female,United Kingdom
Synthetic_59,England,33,Male,United Kingdom
Synthetic_60,England,27,Female,United Kingdom
Synthetic_61,England,30,Female,United Kingdom
15078,England,50,Male,United Kingdom
17389,England,30,Male,United Kingdom
16883,England,38,Male,United Kingdom
13175,England,40,Male,United Kingdom
17076,England,18,Female,United Kingdom
13948,England,18,Male,United Kingdom
18223,England,45,Female,United Kingdom
16192,Scotland,28,Female,United Kingdom
16541,England,55,Female,United Kingdom
15999,England,54,Male,United Kingdom
15109,England,50,Male,United Kingdom
14680,England,67,Male,United Kingdom
18092,England,38,Male,United Kingdom
16891,England,49,Male,United Kingdom
13481,Wales,31,Female,United Kingdom
13807,England,70,Male,United Kingdom
14979,England,69,Female,United Kingdom
16656,England,40,Male,United Kingdom
16746,England,45,Female,United Kingdom
17157,England,60,Female,United Kingdom
15309,Wales,37,Male,United Kingdom
16325,England,30,Female,United Kingdom
16723,Wales,53,Female,United Kingdom
16699,Scotland,41,Female,United Kingdom
16710,England,42,Female,United Kingdom
13162,England,27,Male,United Kingdom
15382,England,18,Male,United Kingdom
13680,England,43,Male,United Kingdom
12970,England,53,Female,United Kingdom
17935,England,36,Other,United Kingdom
17593,England,61,Female,United Kingdom
Synthetic_62,England,29,Male,United Kingdom
15767,Scotland,24,Female,United Kingdom
17151,England,38,Female,United Kingdom
16451,England,38,Male,United Kingdom
17127,England,51,Male,United Kingdom
13694,England,28,Male,United Kingdom
14087,England,60,Female,United Kingdom
13733,England,69,Female,United Kingdom
18181,Scotland,39,Male,United Kingdom
13174,England,58,Male,United Kingdom
13329,England,24,Female,United Kingdom
17421,England,56,Female,United Kingdom
Synthetic_63,England,55,Female,United Kingdom
Synthetic_64,England,52,Female,United Kingdom
16351,England,39,Male,United Kingdom
15684,Northern Ireland,18,Female,United Kingdom
17884,England,30,Male,United Kingdom
Synthetic_65,England,30,Female,United Kingdom
Synthetic_66,England,25,Male,United Kingdom
15514,England,41,Female,United Kingdom
18225,Wales,33,Male,United Kingdom
13679,Scotland,27,Female,United Kingdom
Synthetic_68,England,24,Male,United Kingdom
12748,England,29,Male,United Kingdom
13199,England,56,Female,United Kingdom
13487,England,30,Male,United Kingdom
17018,Scotland,32,Female,United Kingdom
18071,England,33,Female,United Kingdom
16593,England,45,Female,United Kingdom
14238,England,46,Female,United Kingdom
15223,Scotland,18,Female,United Kingdom
13021,England,55,Female,United Kingdom
17115,England,61,Female,United Kingdom
17850,Scotland,24,Male,United Kingdom
14239,England,25,Male,United Kingdom
13999,England,33,Female,United Kingdom
13958,Wales,28,Male,United Kingdom
13641,Wales,43,Male,United Kingdom
15420,England,18,Male,United Kingdom
12820,England,23,Male,United Kingdom
16410,England,63,Female,United Kingdom
15240,England,26,Female,United Kingdom
16158,England,58,Other,United Kingdom
15484,England,45,Female,United Kingdom
14709,England,18,Male,United Kingdom
15057,England,49,Male,United Kingdom
14867,England,38,Male,United Kingdom
17642,England,33,Female,United Kingdom
13589,England,43,Male,United Kingdom
17920,England,47,Male,United Kingdom
12975,England,50,Female,United Kingdom
16104,England,57,Female,United Kingdom
17150,Scotland,46,Male,United Kingdom
15059,England,19,Male,United Kingdom
16277,England,32,Female,United Kingdom
17244,England,70,Female,United Kingdom
15260,England,50,Male,United Kingdom
15555,England,70,Male,United Kingdom
13736,England,60,Female,United Kingdom
14133,England,43,Female,United Kingdom
15571,England,44,Female,United Kingdom
13448,England,39,Female,United Kingdom
17085,England,18,Female,United Kingdom
14468,England,40,Male,United Kingdom
16395,England,58,Male,United Kingdom
16485,England,31,Female,United Kingdom
15878,Northern Ireland,46,Female,United Kingdom
15860,England,52,Female,United Kingdom
13373,England,26,Male,United Kingdom
14608,England,33,Female,United Kingdom
14896,Wales,24,Male,United Kingdom
14717,Northern Ireland,27,Female,United Kingdom
16964,England,20,Male,United Kingdom
15983,England,26,Female,United Kingdom
13782,England,61,Female,United Kingdom
14454,England,26,Male,United Kingdom
16718,England,41,Male,United Kingdom
15751,England,32,Female,United Kingdom
14546,Scotland,57,Female,United Kingdom
17848,England,59,Male,United Kingdom
17561,England,52,Male,United Kingdom
15547,England,44,Male,United Kingdom
17969,England,36,Female,United Kingdom
17406,England,22,Male,United Kingdom
14479,England,69,Male,United Kingdom
14548,England,28,Female,United Kingdom
17916,England,49,Female,United Kingdom
15822,England,55,Male,United Kingdom
13211,England,31,Other,United Kingdom
13319,Wales,55,Female,United Kingdom
17610,England,51,Female,United Kingdom
16773,England,65,Male,United Kingdom
15479,Scotland,32,Female,United Kingdom
Synthetic_71,England,20,Male,United Kingdom
13890,Wales,32,Male,United Kingdom
15641,England,43,Male,United Kingdom
Synthetic_72,Wales,40,Female,United Kingdom
14123,England,34,Female,United Kingdom
13019,Scotland,18,Female,United Kingdom
17858,England,47,Male,United Kingdom
14940,Northern Ireland,69,Female,United Kingdom
16686,England,46,Female,United Kingdom
15691,England,49,Male,United Kingdom
16436,Wales,48,Female,United Kingdom
17530,England,45,Male,United Kingdom
13491,England,53,Female,United Kingdom
14003,England,45,Male,United Kingdom
12839,England,35,Female,United Kingdom
17557,England,28,Female,United Kingdom
14738,England,36,Other,United Kingdom
16124,Scotland,44,Male,United Kingdom
14113,England,35,Male,United Kingdom
Synthetic_75,England,44,Male,United Kingdom
17739,Wales,46,Female,United Kingdom
16556,Scotland,52,Female,United Kingdom
14695,England,59,Male,United Kingdom
14828,England,41,Male,United Kingdom
15115,England,20,Female,United Kingdom
13693,England,34,Female,United Kingdom
14955,England,40,Male,United Kingdom
14037,England,18,Male,United Kingdom
18077,England,60,Male,United Kingdom
13905,England,42,Female,United Kingdom
16768,Northern Ireland,45,Female,United Kingdom
13984,Northern Ireland,60,Female,United Kingdom
13495,England,30,Male,United Kingdom
13190,England,48,Female,United Kingdom
14408,England,38,Male,United Kingdom
15358,England,37,Male,United Kingdom
17707,England,28,Other,United Kingdom
17044,England,64,Male,United Kingdom
14471,Scotland,34,Male,United Kingdom
17436,England,50,Other,United Kingdom
13234,Wales,18,Male,United Kingdom
16404,England,57,Female,United Kingdom
14574,England,55,Female,United Kingdom
15716,England,41,Female,United Kingdom
16684,Wales,36,Male,United Kingdom
14540,Scotland,46,Male,United Kingdom
14307,England,70,Male,United Kingdom
18219,England,18,Male,United Kingdom
12747,England,51,Female,United Kingdom
18162,England,26,Male,United Kingdom
17441,Northern Ireland,39,Male,United Kingdom
17988,England,36,Female,United Kingdom
13206,England,33,Female,United Kingdom
14512,England,39,Female,United Kingdom
16353,Wales,22,Male,United Kingdom
16018,Scotland,55,Female,United Kingdom
14670,England,18,Female,United Kingdom
14590,England,48,Male,United Kingdom
Synthetic_77,England,35,Male,United Kingdom
Synthetic_78,England,22,Male,United Kingdom
17457,England,43,Female,United Kingdom
15421,Scotland,18,Male,United Kingdom
17990,England,40,Female,United Kingdom
13148,Northern Ireland,18,Female,United Kingdom
17364,Northern Ireland,46,Female,United Kingdom
13042,England,26,Male,United Kingdom
15694,England,33,Male,United Kingdom
16717,Wales,44,Male,United Kingdom
Synthetic_82,Scotland,28,Male,United Kingdom
17231,England,39,Female,United Kingdom
16702,England,18,Male,United Kingdom
13267,England,49,Male,United Kingdom
17270,Wales,66,Male,United Kingdom
14209,England,70,Male,United Kingdom
Synthetic_85,England,41,Female,United Kingdom
14763,England,51,Female,United Kingdom
Synthetic_86,England,18,Female,United Kingdom
14013,England,62,Male,United Kingdom
13393,England,51,Female,United Kingdom
15369,England,32,Female,United Kingdom
18259,England,58,Male,United Kingdom
17047,England,36,Male,United Kingdom
14136,England,33,Female,United Kingdom
16735,Scotland,47,Female,United Kingdom
14215,England,24,Female,United Kingdom
15971,England,55,Male,United Kingdom
14295,Scotland,24,Male,United Kingdom
13382,England,24,Female,United Kingdom
13025,England,26,Female,United Kingdom
16013,England,51,Female,United Kingdom
18002,England,30,Female,United Kingdom
17854,England,19,Male,United Kingdom
15079,England,30,Female,United Kingdom
16029,England,39,Female,United Kingdom
18271,England,22,Female,United Kingdom
14290,England,22,Male,United Kingdom
17268,England,70,Male,United Kingdom
Synthetic_90,England,27,Female,United Kingdom
17067,England,35,Female,United Kingdom
16560,England,34,Female,United Kingdom
14861,Scotland,33,Female,United Kingdom
17371,England,49,Female,United Kingdom
13091,England,54,Female,United Kingdom
18145,England,35,Male,United Kingdom
16400,England,21,Male,United Kingdom
15093,England,59,Male,United Kingdom
13643,Scotland,38,Female,United Kingdom
17852,Wales,65,Male,United Kingdom
17213,England,18,Male,United Kingdom
15456,Wales,42,Female,United Kingdom
13571,England,68,Female,United Kingdom
16732,England,34,Female,United Kingdom
16940,England,36,Male,United Kingdom
15162,Northern Ireland,44,Female,United Kingdom
18203,England,31,Male,United Kingdom
14494,England,35,Male,United Kingdom
17978,England,34,Male,United Kingdom
15031,England,30,Male,United Kingdom
14085,England,58,Male,United Kingdom
17230,England,46,Female,United Kingdom
13915,England,43,Male,United Kingdom
13410,England,52,Female,United Kingdom
14925,England,36,Male,United Kingdom
14063,England,28,Male,United Kingdom
13081,England,30,Female,United Kingdom
14605,England,40,Female,United Kingdom
14337,Scotland,24,Female,United Kingdom
16703,England,32,Female,United Kingdom
14285,England,32,Female,United Kingdom
16892,England,70,Female,United Kingdom
16523,England,18,Female,United Kingdom
16805,England,37,Female,United Kingdom
Synthetic_91,England,65,Male,United Kingdom
Synthetic_92,England,41,Female,United Kingdom
Synthetic_93,England,51,Male,United Kingdom
13204,England,41,Male,United Kingdom
15924,England,29,Female,United Kingdom
Synthetic_94,England,18,Male,United Kingdom
15823,England,43,Male,United Kingdom
13576,England,28,Male,United Kingdom
Synthetic_95,England,27,Female,United Kingdom
Synthetic_96,England,32,Male,United Kingdom
17178,England,66,Male,United Kingdom
13798,England,70,Female,United Kingdom
18275,England,43,Male,United Kingdom
15317,England,33,Male,United Kingdom
13855,Scotland,22,Male,United Kingdom
15298,Wales,47,Male,United Kingdom
15903,England,66,Male,United Kingdom
16822,England,36,Male,United Kingdom
14864,England,18,Male,United Kingdom
12746,England,50,Female,United Kingdom
15674,England,54,Female,United Kingdom
13414,England,18,Female,United Kingdom
14679,England,42,Male,United Kingdom
18070,England,46,Male,United Kingdom
18252,England,38,Female,United Kingdom
15935,England,28,Male,United Kingdom
16253,England,55,Female,United Kingdom
13883,England,33,Male,United Kingdom
13136,England,18,Female,United Kingdom
17531,England,18,Male,United Kingdom
16853,England,58,Male,United Kingdom
17340,Scotland,49,Female,United Kingdom
13112,England,41,Female,United Kingdom
13557,England,33,Male,United Kingdom
16204,England,32,Female,United Kingdom
15633,England,23,Male,United Kingdom
15203,England,33,Male,United Kingdom
17612,England,18,Female,United Kingdom
14907,England,28,Female,United Kingdom
13107,England,35,Female,United Kingdom
15137,England,49,Male,United Kingdom
14817,England,39,Male,United Kingdom
15181,England,51,Female,United Kingdom
13872,England,60,Male,United Kingdom
14267,England,55,Male,United Kingdom
17188,Scotland,47,Male,United Kingdom
13455,England,40,Male,United Kingdom
12896,England,25,Male,United Kingdom
Synthetic_99,England,51,Male,United Kingdom
Synthetic_100,England,65,Female,United Kingdom
Synthetic_101,England,45,Female,United Kingdom
13114,England,68,Male,United Kingdom
14291,England,18,Male,United Kingdom
14732,England,22,Male,United Kingdom
13202,England,52,Male,United Kingdom
16945,England,43,Female,United Kingdom
13672,England,59,Other,United Kingdom
17929,England,39,Female,United Kingdom
16771,England,26,Female,United Kingdom
16782,England,36,Male,United Kingdom
18051,England,18,Male,United Kingdom
16912,Northern Ireland,23,Female,United Kingdom
12924,England,54,Female,United Kingdom
15403,England,53,Female,United Kingdom
14173,England,45,Male,United Kingdom
14211,England,18,Female,United Kingdom
14593,England,34,Male,United Kingdom
16802,England,21,Female,United Kingdom
15302,England,57,Female,United Kingdom
16709,England,31,Male,United Kingdom
17954,England,23,Female,United Kingdom
13727,Scotland,40,Other,United Kingdom
15911,England,30,Female,United Kingdom
Synthetic_107,England,62,Female,United Kingdom
Synthetic_108,England,28,Male,United Kingdom
14990,Northern Ireland,19,Female,United Kingdom
16705,England,18,Male,United Kingdom
13141,England,39,Male,United Kingdom
14171,Wales,31,Male,United Kingdom
13983,Scotland,18,Female,United Kingdom
17296,England,57,Male,United Kingdom
17631,England,50,Male,United Kingdom
17449,England,39,Male,United Kingdom
17184,England,60,Female,United Kingdom
14107,Wales,49,Female,United Kingdom
12917,England,27,Male,United Kingdom
16755,England,24,Female,United Kingdom
13825,England,52,Male,United Kingdom
Synthetic_112,England,45,Female,United Kingdom
13770,England,42,Female,United Kingdom
14505,England,27,Female,United Kingdom
Synthetic_113,England,49,Male,United Kingdom
15441,England,28,Female,United Kingdom
Synthetic_116,England,38,Female,United Kingdom
16933,England,61,Female,United Kingdom
13426,England,30,Male,United Kingdom
17043,England,18,Male,United Kingdom
13498,England,24,Female,United Kingdom
16186,England,54,Male,United Kingdom
18065,England,43,Female,United Kingdom
17880,England,38,Male,United Kingdom
13848,England,32,Female,United Kingdom
Synthetic_119,England,47,Male,United Kingdom
Synthetic_120,England,27,Male,United Kingdom
Synthetic_122,England,44,Male,United Kingdom
15077,Northern Ireland,29,Male,United Kingdom
13728,England,26,Female,United Kingdom
15209,England,30,Female,United Kingdom
15841,England,34,Female,United Kingdom
14134,England,39,Female,United Kingdom
15465,England,43,Female,United Kingdom
17603,England,18,Male,United Kingdom
16143,England,27,Male,United Kingdom
Synthetic_126,England,34,Male,United Kingdom
14942,England,62,Female,United Kingdom
17861,Wales,23,Male,United Kingdom
14293,England,42,Male,United Kingdom
12978,Wales,62,Female,United Kingdom
15039,England,20,Female,United Kingdom
16843,England,45,Female,United Kingdom
15858,Wales,27,Female,United Kingdom
17388,England,32,Female,United Kingdom
15085,England,27,Female,United Kingdom
15642,England,29,Female,United Kingdom
14099,England,70,Female,United Kingdom
Synthetic_128,Scotland,52,Male,United Kingdom
15854,England,56,Male,United Kingdom
17027,England,47,Male,United Kingdom
15889,England,18,Male,United Kingdom
16748,England,45,Female,United Kingdom
16057,England,56,Male,United Kingdom
16459,England,27,Male,United Kingdom
13173,England,54,Female,United Kingdom
15805,England,50,Female,United Kingdom
15912,England,67,Female,United Kingdom
16596,Scotland,33,Female,United Kingdom
16663,England,23,Female,United Kingdom
12989,England,34,Female,United Kingdom
Synthetic_129,England,61,Male,United Kingdom
16985,England,18,Male,United Kingdom
14648,England,18,Male,United Kingdom
15573,England,41,Female,United Kingdom
15367,England,33,Female,United Kingdom
14062,England,40,Female,United Kingdom
14043,England,54,Female,United Kingdom
15157,Scotland,31,Male,United Kingdom
15623,England,18,Female,United Kingdom
13831,England,70,Female,United Kingdom
14626,Scotland,25,Male,United Kingdom
15916,England,24,Female,United Kingdom
15032,England,56,Male,United Kingdom
16670,Wales,34,Male,United Kingdom
15882,England,39,Female,United Kingdom
17032,England,47,Female,United Kingdom
Synthetic_131,England,56,Male,United Kingdom
15738,England,34,Female,United Kingdom
17239,England,62,Female,United Kingdom
17675,England,18,Female,United Kingdom
Synthetic_133,Scotland,51,Male,United Kingdom
16901,England,27,Male,United Kingdom
12933,England,60,Male,United Kingdom
14507,England,42,Female,United Kingdom
17696,England,29,Male,United Kingdom
18276,England,49,Male,United Kingdom
14081,England,53,Female,United Kingdom
17351,England,49,Female,United Kingdom
16450,England,24,Female,United Kingdom
17627,Scotland,32,Female,United Kingdom
14389,England,39,Male,United Kingdom
14194,England,39,Male,United Kingdom
16798,England,51,Female,United Kingdom
17512,Scotland,18,Female,United Kingdom
13542,England,45,Female,United Kingdom
16905,England,35,Female,United Kingdom
15494,England,27,Female,United Kingdom
14702,England,28,Female,United Kingdom
17165,England,36,Female,United Kingdom
